AD,election_district,pct_reported,zohran_kwame_mamdani,scott_m_stringer,selma_k_bartholomew,zellnor_myrie,adrienne_e_adams,andrew_m_cuomo,jessica_ramos,whitney_r_tilson,michael_blake,brad_lander,paperboy_love_prince,write_in
AD72-1,ED 48,99,89,0,0,1,2,97,1,0,0,3,1,0
AD72-1,ED 49,99,56,2,1,0,4,72,1,0,0,4,0,0
AD72-1,ED 50,83.33,67,1,0,0,2,68,0,0,1,2,0,0
AD72-1,ED 51,83.33,49,0,1,0,3,68,2,0,0,5,0,0
AD72-1,ED 52,99,102,4,0,0,5,112,1,0,0,8,0,0
AD72-1,ED 53,83.33,81,3,0,0,2,90,1,0,1,7,0,0
AD72-1,ED 54,83.33,53,0,0,0,3,60,1,0,0,6,0,0
AD72-1,ED 55,99,123,6,0,0,3,86,2,1,0,17,1,1
AD72-1,ED 56,99,120,2,0,1,7,64,0,0,0,4,1,0
AD72-1,ED 57,99,125,2,0,1,7,87,1,0,0,4,0,0
AD72-1,ED 58,99,236,5,0,2,22,97,0,1,2,36,1,1
AD72-1,ED 59,99,127,1,1,1,6,82,0,0,0,5,0,0
AD72-1,ED 60,99,100,4,0,1,8,68,1,0,1,6,0,0
AD72-1,ED 61,99,83,1,0,2,3,67,0,1,2,14,0,0
AD72-1,ED 62,99,81,2,2,1,4,72,0,0,0,3,0,0
AD72-1,ED 63,99,73,1,0,2,7,58,2,1,1,5,0,0
AD72-1,ED 64,83.33,0,0,0,0,0,0,0,0,0,0,0,0
AD72-1,ED 65,83.33,0,0,0,0,0,0,0,0,0,0,0,0
AD72-1,ED 66,83.33,0,0,0,0,0,0,0,0,0,0,0,0
AD73-1,ED 1,40,71,10,0,2,6,97,1,2,0,46,0,0
AD73-1,ED 2,40,19,1,0,0,3,33,0,1,0,10,0,0
AD73-1,ED 3,99,138,10,1,4,8,111,0,4,2,47,0,1
AD73-1,ED 4,99,221,9,0,5,8,119,1,9,2,98,0,0
AD73-1,ED 5,99,112,4,1,2,9,87,0,2,2,50,0,0
AD73-1,ED 6,99,93,9,1,5,18,157,1,5,1,70,0,0
AD73-1,ED 7,99,112,2,0,7,14,95,1,4,1,56,0,0
AD73-1,ED 8,99,31,2,0,1,4,43,0,4,0,15,0,0
AD73-1,ED 9,99,54,4,0,0,2,100,1,5,1,32,0,1
AD73-1,ED 10,99,13,4,0,1,3,102,0,5,0,13,0,1
AD73-1,ED 11,99,60,3,0,3,8,172,2,4,0,50,0,0
AD73-1,ED 12,99,191,10,1,5,24,161,1,9,3,74,0,0
AD73-1,ED 13,99,131,14,2,4,11,162,1,5,2,104,0,0
AD73-1,ED 14,99,112,3,0,3,3,80,0,3,1,47,1,0
AD73-1,ED 15,99,152,9,0,4,9,116,1,6,0,66,1,0
AD73-1,ED 16,99,158,10,0,6,3,96,2,8,2,40,1,0
AD73-1,ED 17,99,127,8,0,3,14,131,1,6,1,64,0,0
AD73-1,ED 18,99,12,6,0,0,4,64,1,2,1,23,0,0
AD73-1,ED 19,99,149,19,3,2,10,175,0,12,2,88,1,0
AD73-1,ED 20,99,98,19,0,7,15,263,1,16,0,108,0,0
AD73-1,ED 21,99,170,4,1,7,11,84,1,4,1,67,1,2
AD73-1,ED 22,99,53,8,0,1,9,206,2,4,0,50,0,1
AD73-1,ED 23,99,73,9,1,1,20,180,4,7,1,67,2,0
AD73-1,ED 24,99,118,6,0,0,8,115,1,3,0,49,0,0
AD73-1,ED 25,99,155,6,0,1,18,163,3,13,1,69,2,0
AD73-1,ED 26,99,102,5,0,5,11,131,2,7,1,53,1,1
AD73-1,ED 27,99,135,4,1,4,15,168,2,17,1,68,0,2
AD73-1,ED 28,99,84,7,0,1,5,144,0,7,0,53,0,0
AD73-1,ED 29,99,63,9,0,2,17,214,0,8,0,64,2,2
AD73-1,ED 30,99,139,13,0,1,10,231,2,8,0,109,0,0
AD73-1,ED 31,99,45,10,0,5,11,249,1,4,0,76,0,0
AD73-1,ED 32,99,109,13,0,4,10,195,0,8,3,60,2,0
AD73-1,ED 33,99,72,9,0,4,11,196,1,8,0,78,0,0
AD73-1,ED 34,99,122,10,1,1,11,253,0,3,1,66,0,0
AD73-1,ED 35,99,59,1,0,3,2,64,0,2,1,22,0,0
AD73-1,ED 36,99,55,9,0,2,7,143,0,12,0,34,0,0
AD73-1,ED 37,99,133,8,1,1,13,176,0,9,0,73,1,1
AD73-1,ED 38,99,84,11,0,1,11,258,0,8,1,62,0,0
AD73-1,ED 39,99,49,11,0,4,11,260,0,14,1,80,0,0
AD73-1,ED 40,99,58,5,0,4,8,195,0,4,0,40,0,0
AD73-1,ED 41,99,46,5,0,6,9,186,1,3,0,34,0,2
AD73-1,ED 42,99,24,8,0,2,6,204,0,7,0,33,0,0
AD73-1,ED 43,99,48,9,0,3,5,257,0,12,0,79,0,0
AD73-1,ED 44,99,60,10,2,2,16,248,2,11,1,67,0,1
AD73-1,ED 45,99,92,13,0,4,12,285,0,11,1,98,0,0
AD73-1,ED 46,99,36,5,0,8,9,239,1,9,0,50,0,1
AD73-1,ED 47,99,37,2,0,2,11,199,0,8,0,61,2,0
AD73-1,ED 48,99,26,6,2,1,9,303,2,10,0,51,0,0
AD73-1,ED 49,88.89,33,4,0,2,7,215,0,5,0,50,0,0
AD73-1,ED 50,88.89,65,8,0,4,10,324,3,7,0,61,0,0
AD73-1,ED 51,88.89,66,8,0,5,7,288,1,17,1,74,0,0
AD73-1,ED 52,88.89,71,13,0,4,9,241,0,18,0,94,0,0
AD73-1,ED 53,99,50,10,0,2,9,222,0,7,0,72,2,0
AD73-1,ED 54,99,73,7,0,3,16,327,0,13,0,92,0,2
AD73-1,ED 55,99,45,5,0,3,9,237,0,10,1,66,0,0
AD73-1,ED 56,99,31,5,1,1,9,242,1,10,0,53,0,0
AD73-1,ED 57,99,31,13,0,3,2,249,0,10,0,63,0,1
AD73-1,ED 58,71.43,58,4,0,5,4,174,2,5,0,63,0,0
AD73-1,ED 59,99,156,21,1,3,15,327,2,19,0,109,1,1
AD73-1,ED 60,71.43,89,4,0,2,14,61,0,4,2,27,0,0
AD73-1,ED 61,99,133,10,0,1,5,80,0,0,1,52,0,0
AD73-1,ED 62,99,236,13,1,5,20,204,2,13,1,106,0,0
AD73-1,ED 63,99,52,9,0,2,9,253,0,14,1,64,1,1
AD73-1,ED 64,99,104,12,0,4,9,312,2,11,0,114,1,1
AD73-1,ED 65,71.43,74,5,0,5,10,147,0,10,0,53,0,0
AD73-1,ED 66,88.89,128,15,0,4,22,228,1,8,0,101,1,1
AD73-1,ED 67,88.89,131,13,0,2,16,213,0,13,0,87,0,0
AD73-1,ED 68,71.43,52,5,0,5,3,184,0,10,1,52,1,0
AD73-1,ED 69,71.43,241,10,0,3,6,127,0,6,2,78,2,0
AD73-1,ED 70,40,0,0,0,0,0,0,0,0,0,0,0,0
AD73-1,ED 71,99,0,0,0,0,0,0,0,0,0,0,0,0
AD73-1,ED 72,99,0,0,0,0,0,0,0,0,0,0,0,0
AD74-1,ED 1,99,140,8,2,3,13,140,0,9,2,78,0,0
AD74-1,ED 2,99,190,6,1,4,23,174,0,6,1,75,1,1
AD74-1,ED 3,99,130,13,0,4,15,147,0,8,2,73,0,0
AD74-1,ED 4,99,141,7,0,5,9,107,1,4,0,57,0,0
AD74-1,ED 5,99,121,4,0,3,5,99,1,4,2,50,1,0
AD74-1,ED 6,99,172,4,0,2,8,87,1,9,3,50,0,0
AD74-1,ED 7,99,143,9,1,0,8,137,1,5,1,64,1,1
AD74-1,ED 8,99,202,11,0,7,12,162,3,3,1,95,0,0
AD74-1,ED 9,99,92,4,0,2,4,52,1,4,1,38,0,0
AD74-1,ED 10,99,239,8,2,4,7,123,1,9,2,90,2,0
AD74-1,ED 11,60,122,16,0,4,16,116,3,2,2,63,0,0
AD74-1,ED 12,60,111,5,1,3,10,100,1,2,0,51,0,0
AD74-1,ED 13,99,195,15,3,6,20,119,1,2,1,72,1,0
AD74-1,ED 14,99,185,14,1,3,19,144,2,2,1,66,0,0
AD74-1,ED 15,99,221,19,0,5,12,183,1,10,0,127,1,1
AD74-1,ED 16,99,245,20,0,7,24,211,3,11,3,176,1,3
AD74-1,ED 17,99,365,13,1,1,20,139,1,3,1,108,2,0
AD74-1,ED 18,99,343,26,1,8,18,166,3,8,1,152,3,0
AD74-1,ED 19,99,222,12,0,6,14,137,1,4,2,94,0,0
AD74-1,ED 20,99,251,14,0,2,12,119,0,5,4,124,0,0
AD74-1,ED 21,99,177,13,0,5,13,119,1,5,1,72,1,1
AD74-1,ED 22,99,252,30,0,4,19,153,0,4,1,147,3,1
AD74-1,ED 23,99,271,26,0,5,15,177,2,6,1,128,1,0
AD74-1,ED 24,99,275,21,1,13,13,125,2,7,1,128,1,0
AD74-1,ED 25,99,147,5,1,2,10,110,4,2,1,24,3,0
AD74-1,ED 26,99,385,13,0,7,11,76,2,10,1,77,1,0
AD74-1,ED 27,99,417,3,0,9,8,92,2,2,4,111,0,0
AD74-1,ED 28,99,246,4,0,4,8,60,0,3,1,62,1,1
AD74-1,ED 29,99,81,7,0,3,5,119,2,2,2,10,1,0
AD74-1,ED 30,99,132,10,1,3,21,135,5,2,3,34,1,0
AD74-1,ED 31,99,386,7,0,8,9,87,4,4,2,71,5,0
AD74-1,ED 32,99,42,2,0,1,9,90,1,0,3,4,0,1
AD74-1,ED 33,80,180,1,0,2,11,29,1,2,0,48,0,1
AD74-1,ED 34,99,197,6,0,1,10,98,2,1,1,27,0,1
AD74-1,ED 35,80,292,4,2,2,8,40,2,1,0,55,0,0
AD74-1,ED 36,99,334,7,0,4,7,49,3,2,1,74,0,2
AD74-1,ED 37,99,64,0,0,0,6,75,0,1,3,5,0,0
AD74-1,ED 38,99,27,5,5,2,6,78,2,2,5,7,0,1
AD74-1,ED 39,99,50,3,0,0,8,75,1,0,0,2,0,0
AD74-1,ED 40,99,44,1,0,0,3,63,1,0,1,4,0,0
AD74-1,ED 41,99,135,5,0,1,9,75,3,1,0,51,1,0
AD74-1,ED 42,99,158,14,0,3,11,157,5,7,0,59,0,2
AD74-1,ED 43,99,424,7,0,7,9,52,1,5,0,84,0,2
AD74-1,ED 44,99,70,2,0,2,5,97,1,6,0,35,0,0
AD74-1,ED 45,99,98,3,0,8,7,169,1,12,0,93,0,0
AD74-1,ED 46,99,119,5,1,5,10,94,2,1,0,12,0,0
AD74-1,ED 47,99,75,17,0,1,18,133,1,1,0,56,0,1
AD74-1,ED 48,60,76,4,0,0,6,58,0,3,2,28,0,0
AD74-1,ED 49,99,148,15,2,4,19,171,5,5,1,84,1,2
AD74-1,ED 50,60,97,5,0,1,5,75,1,3,0,57,0,0
AD74-1,ED 51,60,134,8,1,1,20,96,2,3,1,93,0,0
AD74-1,ED 52,60,80,4,1,2,6,52,1,2,0,40,0,0
AD74-1,ED 53,60,160,4,0,2,4,52,1,4,0,49,0,0
AD74-1,ED 54,99,99,7,0,3,8,88,0,5,1,62,1,0
AD74-1,ED 55,60,94,10,0,5,11,169,2,11,2,85,1,1
AD74-1,ED 56,60,40,1,0,3,8,65,0,2,0,32,0,1
AD74-1,ED 57,99,130,14,0,6,15,191,2,10,1,138,0,1
AD74-1,ED 58,60,90,5,0,4,8,72,1,2,1,49,1,0
AD74-1,ED 59,60,91,6,0,4,8,95,0,2,0,47,0,0
AD74-1,ED 60,99,81,6,0,3,3,61,0,3,1,65,0,0
AD74-1,ED 61,99,48,5,0,1,4,79,1,3,1,46,1,2
AD74-1,ED 62,40,44,0,0,0,2,41,1,1,1,8,0,0
AD74-1,ED 63,99,31,2,0,2,0,49,0,2,0,26,0,0
AD74-1,ED 64,40,12,0,0,0,1,3,0,0,0,1,0,0
AD74-1,ED 65,99,41,3,0,3,3,47,0,5,1,41,0,0
AD74-1,ED 66,40,0,0,0,0,0,0,0,0,0,0,0,0
AD74-1,ED 67,99,0,0,0,0,0,0,0,0,0,0,0,0
AD74-1,ED 68,99,0,0,0,0,0,0,0,0,0,0,0,0
AD74-1,ED 69,99,0,0,0,0,0,0,0,0,0,0,0,0
AD74-1,ED 70,99,0,0,0,0,0,0,0,0,0,0,0,0
AD75-1,ED 1,99,175,22,0,13,16,163,1,22,1,133,0,1
AD75-1,ED 2,99,103,18,1,8,17,237,1,21,0,157,0,0
AD75-1,ED 3,99,146,18,1,5,9,246,2,12,0,104,2,2
AD75-1,ED 4,99,33,5,0,5,9,132,0,2,0,65,0,0
AD75-1,ED 5,99,84,12,1,6,9,222,2,6,0,91,1,0
AD75-1,ED 6,99,146,20,0,7,13,165,1,17,0,104,1,0
AD75-1,ED 7,99,134,3,0,5,9,89,1,7,1,71,0,0
AD75-1,ED 8,99,229,23,1,5,28,191,0,11,0,143,0,0
AD75-1,ED 9,99,50,5,0,3,5,25,0,3,0,39,0,0
AD75-1,ED 10,99,174,5,0,10,14,181,1,5,1,104,1,0
AD75-1,ED 11,99,58,7,2,1,8,100,1,14,0,44,1,0
AD75-1,ED 12,99,116,16,0,0,8,117,1,15,1,55,0,0
AD75-1,ED 13,99,147,7,0,5,7,161,1,6,1,75,0,0
AD75-1,ED 14,99,69,3,0,0,7,34,1,3,0,22,2,0
AD75-1,ED 15,40,82,6,0,3,8,28,1,8,0,26,0,0
AD75-1,ED 16,40,34,2,0,0,2,29,0,0,0,14,0,0
AD75-1,ED 17,99,116,9,0,5,10,83,4,5,0,73,0,0
AD75-1,ED 18,99,55,4,0,0,3,53,0,3,1,28,0,0
AD75-1,ED 19,99,0,0,0,0,0,0,0,0,0,0,0,0
AD75-1,ED 20,99,50,11,0,0,7,91,1,2,0,29,0,1
AD75-1,ED 21,99,63,1,0,2,9,39,0,5,0,41,0,0
AD75-1,ED 22,99,105,10,0,6,8,132,1,13,2,63,0,0
AD75-1,ED 23,99,137,7,0,2,7,85,4,6,2,54,1,0
AD75-1,ED 24,99,149,1,0,5,11,126,0,9,1,94,0,0
AD75-1,ED 25,99,77,1,0,2,11,74,1,8,2,62,0,0
AD75-1,ED 26,99,132,10,0,3,13,189,0,13,0,103,0,0
AD75-1,ED 27,99,92,5,1,2,10,131,1,4,1,93,0,1
AD75-1,ED 28,99,178,9,0,6,10,156,1,9,2,136,0,0
AD75-1,ED 29,99,168,9,0,6,12,109,3,2,1,65,0,1
AD75-1,ED 30,99,120,4,0,2,9,74,3,0,1,31,0,0
AD75-1,ED 31,99,259,5,0,1,20,79,0,0,0,69,1,0
AD75-1,ED 32,99,211,6,0,4,17,84,0,2,0,72,0,0
AD75-1,ED 33,99,180,6,0,5,11,82,2,5,0,54,0,0
AD75-1,ED 34,99,162,4,0,5,8,76,0,4,3,37,0,0
AD75-1,ED 35,99,116,2,0,2,6,56,0,3,1,28,0,0
AD75-1,ED 36,99,42,5,0,0,2,27,0,2,0,8,0,0
AD75-1,ED 37,99,188,23,1,3,19,100,1,2,0,72,1,0
AD75-1,ED 38,99,166,33,2,2,19,151,6,5,0,111,1,1
AD75-1,ED 39,99,143,23,1,3,21,134,3,3,3,107,2,0
AD75-1,ED 40,99,124,11,0,2,11,90,0,8,0,67,2,1
AD75-1,ED 41,99,165,10,0,7,9,150,2,5,3,109,0,1
AD75-1,ED 42,99,176,20,1,5,12,136,3,5,0,102,0,0
AD75-1,ED 43,99,207,32,3,9,26,189,0,3,2,203,0,0
AD75-1,ED 44,99,183,21,0,5,25,154,0,4,0,145,0,1
AD75-1,ED 45,99,172,13,0,3,17,94,2,3,1,112,0,0
AD75-1,ED 46,99,212,14,0,7,13,102,3,6,0,115,0,1
AD75-1,ED 47,99,140,5,0,3,8,119,2,7,0,85,0,0
AD75-1,ED 48,99,111,6,0,3,12,73,1,1,0,76,0,0
AD75-1,ED 49,99,333,12,1,10,15,89,2,3,1,75,2,0
AD75-1,ED 50,99,184,3,0,2,10,69,1,4,3,52,0,0
AD75-1,ED 51,99,324,13,0,3,19,135,4,3,3,122,0,0
AD75-1,ED 52,99,173,27,1,2,30,251,4,3,5,96,3,1
AD75-1,ED 53,99,179,31,2,3,36,184,1,1,4,122,0,1
AD75-1,ED 54,99,121,4,0,0,10,64,1,4,0,38,0,3
AD75-1,ED 55,99,107,6,0,2,8,52,0,3,0,25,0,0
AD75-1,ED 56,99,154,5,0,2,5,55,0,0,2,38,0,0
AD75-1,ED 57,99,213,6,0,7,12,115,2,2,3,43,0,0
AD75-1,ED 58,99,137,9,0,4,10,96,1,7,2,58,1,1
AD75-1,ED 59,99,250,1,1,4,18,135,2,9,1,77,2,0
AD75-1,ED 60,99,128,2,0,1,5,121,0,8,1,78,0,0
AD75-1,ED 61,99,30,4,2,0,7,65,4,0,1,2,0,0
AD75-1,ED 62,99,160,8,2,6,24,134,1,4,2,59,0,2
AD75-1,ED 63,99,175,19,0,7,16,187,1,9,3,188,2,0
AD75-1,ED 64,99,161,6,1,4,15,128,0,17,0,123,1,0
AD75-1,ED 65,99,104,7,0,0,10,111,3,2,2,44,0,1
AD75-1,ED 66,99,86,8,0,3,8,129,0,2,2,18,0,0
AD75-1,ED 67,40,0,0,0,0,0,0,0,0,0,0,0,0
AD75-1,ED 68,99,0,0,0,0,0,0,0,0,0,0,0,0
AD75-1,ED 69,99,0,0,0,0,0,0,0,0,0,0,0,0
AD75-1,ED 70,99,0,0,0,0,0,0,0,0,0,0,0,0
AD75-1,ED 71,99,0,0,0,0,0,0,0,0,0,0,0,0
AD76-1,ED 1,99,74,5,1,4,6,246,1,6,1,68,0,1
AD76-1,ED 2,99,17,8,0,0,2,188,0,7,0,32,0,0
AD76-1,ED 3,99,67,7,0,4,10,178,0,10,0,57,0,1
AD76-1,ED 4,99,101,7,0,2,5,229,1,2,1,61,1,0
AD76-1,ED 5,99,109,16,0,4,16,238,1,4,1,88,0,0
AD76-1,ED 6,99,172,11,0,1,20,195,1,10,2,78,0,2
AD76-1,ED 7,99,116,12,0,8,14,227,2,3,1,88,0,0
AD76-1,ED 8,99,143,5,0,2,2,87,0,3,4,56,0,0
AD76-1,ED 9,99,161,7,0,3,16,205,1,10,1,71,1,1
AD76-1,ED 10,99,159,3,0,3,17,103,2,6,1,84,0,0
AD76-1,ED 11,99,100,10,0,3,11,136,2,3,1,75,0,0
AD76-1,ED 12,99,168,12,0,4,14,151,1,5,1,79,2,0
AD76-1,ED 13,99,178,8,0,6,10,162,1,9,1,65,0,0
AD76-1,ED 14,99,111,11,0,7,14,232,2,13,2,93,0,0
AD76-1,ED 15,99,246,8,0,4,16,132,1,7,0,81,0,0
AD76-1,ED 16,99,90,10,0,2,10,91,0,0,2,34,0,0
AD76-1,ED 17,99,115,15,1,6,19,165,3,6,0,75,0,2
AD76-1,ED 18,99,62,13,0,5,10,218,0,9,0,64,0,0
AD76-1,ED 19,99,125,12,1,5,12,286,1,7,1,102,0,0
AD76-1,ED 20,99,187,5,0,2,8,156,2,5,0,72,0,2
AD76-1,ED 21,99,143,12,0,2,14,235,2,10,1,80,2,0
AD76-1,ED 22,99,167,9,0,0,12,216,1,9,1,93,0,0
AD76-1,ED 23,99,114,8,1,3,10,171,2,11,1,61,0,0
AD76-1,ED 24,99,202,15,0,9,16,229,2,6,2,84,0,0
AD76-1,ED 25,99,197,6,1,4,7,130,1,2,0,52,0,0
AD76-1,ED 26,99,126,7,0,6,9,204,1,8,0,62,1,0
AD76-1,ED 27,99,125,9,1,6,14,233,2,8,1,84,0,1
AD76-1,ED 28,99,274,20,0,6,13,100,2,9,1,110,0,0
AD76-1,ED 29,99,77,8,0,6,7,179,0,5,0,68,0,0
AD76-1,ED 30,99,121,17,1,7,18,242,5,14,0,109,0,1
AD76-1,ED 31,99,92,15,1,3,16,258,2,15,2,91,1,1
AD76-1,ED 32,99,107,15,0,2,21,315,0,13,2,91,0,1
AD76-1,ED 33,99,308,6,0,4,13,157,3,9,0,106,1,0
AD76-1,ED 34,99,189,10,0,9,17,215,0,6,0,87,1,1
AD76-1,ED 35,99,183,13,0,3,8,192,1,12,2,105,0,0
AD76-1,ED 36,99,243,13,0,5,15,231,1,4,1,91,1,0
AD76-1,ED 37,99,266,15,1,7,17,206,0,7,1,114,0,0
AD76-1,ED 38,99,221,3,0,4,9,54,0,2,3,43,0,0
AD76-1,ED 39,99,104,11,0,5,13,318,0,11,1,107,0,0
AD76-1,ED 40,99,100,7,1,8,6,197,0,12,3,72,0,0
AD76-1,ED 41,99,125,14,1,3,12,182,2,8,1,64,0,1
AD76-1,ED 42,99,110,24,1,6,22,304,1,13,0,98,2,1
AD76-1,ED 43,99,135,11,0,9,13,176,0,11,0,95,1,1
AD76-1,ED 44,99,114,14,0,3,16,299,4,19,1,147,0,1
AD76-1,ED 45,99,190,16,0,9,12,195,1,4,0,89,1,0
AD76-1,ED 46,99,114,14,0,8,18,289,2,13,2,141,0,1
AD76-1,ED 47,99,210,10,0,4,13,121,0,7,0,73,0,0
AD76-1,ED 48,99,139,11,0,10,9,208,0,14,2,80,0,0
AD76-1,ED 49,99,144,16,0,8,16,194,3,9,1,105,0,0
AD76-1,ED 50,99,199,9,0,4,19,218,0,7,2,114,1,0
AD76-1,ED 51,99,115,9,0,2,9,219,1,7,1,101,2,0
AD76-1,ED 52,99,205,6,0,6,7,173,3,7,1,82,0,0
AD76-1,ED 53,99,180,13,1,2,14,204,1,8,3,101,0,0
AD76-1,ED 54,99,209,19,0,10,15,271,1,11,0,124,0,0
AD76-1,ED 55,99,320,13,0,6,12,121,1,6,3,110,0,0
AD76-1,ED 56,99,374,10,0,3,16,110,1,11,2,103,0,0
AD76-1,ED 57,99,125,10,0,3,12,156,1,13,2,81,0,0
AD76-1,ED 58,99,221,14,0,3,19,205,2,12,0,103,0,0
AD76-1,ED 59,80,125,34,0,4,23,126,0,4,0,76,2,1
AD76-1,ED 60,80,147,7,1,3,11,64,3,7,2,51,0,1
AD76-1,ED 61,80,118,7,1,2,11,73,1,2,1,20,0,1
AD76-1,ED 62,80,179,9,1,4,22,127,2,2,0,52,0,0
AD76-1,ED 63,99,0,0,0,0,0,0,0,0,0,0,0,0
AD76-1,ED 64,99,0,0,0,0,0,0,0,0,0,0,0,0
AD76-1,ED 65,99,0,0,0,0,0,0,0,0,0,0,0,0
AD76-1,ED 66,99,0,0,0,0,0,0,0,0,0,0,0,0
AD76-1,ED 67,99,0,0,0,0,0,0,0,0,0,0,0,0
AD76-1,ED 68,80,0,0,0,0,0,0,0,0,0,0,0,0
AD77-2,ED 1,99,46,2,0,4,5,77,1,1,2,2,0,1
AD77-2,ED 2,99,73,4,2,4,12,117,1,0,1,3,0,0
AD77-2,ED 3,99,53,3,0,1,7,98,1,0,5,1,0,0
AD77-2,ED 4,99,38,0,1,0,4,16,0,0,1,3,0,0
AD77-2,ED 5,99,55,3,0,1,12,116,0,1,3,3,0,0
AD77-2,ED 6,99,43,2,0,2,15,119,1,1,1,1,1,0
AD77-2,ED 7,99,75,3,2,0,5,106,3,1,3,4,0,1
AD77-2,ED 8,99,56,1,0,2,8,109,0,0,1,1,0,0
AD77-2,ED 9,99,71,0,1,1,3,115,5,1,4,4,0,0
AD77-2,ED 10,99,64,0,0,1,9,106,0,1,1,1,0,0
AD77-2,ED 11,99,67,0,2,0,8,117,0,1,2,4,0,0
AD77-2,ED 12,99,58,2,0,3,8,137,3,0,1,2,0,0
AD77-2,ED 13,99,51,1,0,2,20,159,3,1,4,1,0,0
AD77-2,ED 14,99,30,3,0,0,17,100,1,0,1,1,0,0
AD77-2,ED 15,60,1,0,0,0,2,6,0,0,0,0,0,0
AD77-2,ED 16,99,6,0,0,0,6,23,0,0,1,0,0,0
AD77-2,ED 17,60,3,0,0,0,2,12,0,0,1,0,0,0
AD77-2,ED 18,60,3,0,0,0,0,8,0,0,0,0,0,0
AD77-2,ED 19,60,12,1,0,0,2,33,1,0,0,0,0,0
AD77-2,ED 20,99,16,0,0,1,9,36,1,1,0,2,1,0
AD77-2,ED 21,50,10,0,0,0,0,16,1,0,0,0,0,0
AD77-2,ED 22,99,40,2,1,0,3,85,2,1,4,2,0,0
AD77-2,ED 23,99,64,0,0,2,7,109,1,1,2,3,0,1
AD77-2,ED 24,50,4,0,0,0,2,13,0,0,0,0,0,0
AD77-2,ED 25,57.14,14,1,0,1,5,23,0,1,0,0,0,0
AD77-2,ED 26,57.14,12,1,1,0,5,26,1,0,0,0,1,0
AD77-2,ED 27,99,42,0,0,0,11,87,0,0,3,1,0,0
AD77-2,ED 28,57.14,21,0,0,1,4,26,3,0,1,2,0,0
AD77-2,ED 29,99,11,0,0,0,5,22,0,1,0,0,0,0
AD77-2,ED 30,99,21,0,0,1,1,40,1,0,0,0,0,0
AD77-2,ED 31,99,48,0,0,0,7,94,0,1,0,1,1,0
AD77-2,ED 32,99,40,1,0,0,8,77,4,0,1,5,0,1
AD77-2,ED 33,99,32,2,0,0,1,58,1,0,0,1,0,0
AD77-2,ED 34,99,56,0,0,2,2,91,2,0,1,2,0,1
AD77-2,ED 35,99,37,3,0,0,4,81,1,2,0,1,1,1
AD77-2,ED 36,99,29,0,0,0,5,50,2,0,0,1,1,1
AD77-2,ED 37,99,53,3,1,0,7,68,0,1,0,1,0,1
AD77-2,ED 38,99,35,0,0,0,0,59,1,1,3,0,0,0
AD77-2,ED 39,99,65,0,0,0,11,73,0,0,3,1,0,0
AD77-2,ED 40,99,67,0,0,1,7,80,0,0,1,3,0,0
AD77-2,ED 41,99,61,1,0,2,7,99,0,0,0,1,0,0
AD77-2,ED 42,99,39,3,0,2,20,94,0,0,1,4,0,1
AD77-2,ED 43,99,40,1,0,0,6,70,0,1,1,2,0,0
AD77-2,ED 44,99,55,2,0,1,11,87,2,0,2,2,0,0
AD77-2,ED 45,99,18,0,0,0,3,31,0,0,0,1,0,0
AD77-2,ED 46,99,84,4,0,2,6,112,2,0,3,2,0,2
AD77-2,ED 47,99,110,14,1,1,10,131,2,2,1,17,1,1
AD77-2,ED 48,99,47,1,0,1,4,69,3,0,0,4,0,0
AD77-2,ED 49,99,115,7,1,2,26,103,0,2,2,31,0,0
AD77-2,ED 50,99,52,0,1,1,9,104,1,1,2,1,1,0
AD77-2,ED 51,99,57,2,0,0,8,64,0,0,2,9,0,0
AD77-2,ED 52,99,54,2,1,1,6,103,0,2,0,5,0,1
AD77-2,ED 53,99,77,3,0,0,5,90,3,1,3,1,0,0
AD77-2,ED 54,99,0,0,0,0,0,0,0,0,0,0,0,0
AD77-2,ED 55,60,0,0,0,0,0,0,0,0,0,0,0,0
AD77-2,ED 56,99,0,0,0,0,0,0,0,0,0,0,0,0
AD77-2,ED 57,99,0,0,0,0,0,0,0,0,0,0,0,0
AD77-2,ED 58,99,0,0,0,0,0,0,0,0,0,0,0,0
AD77-2,ED 59,99,0,0,0,0,0,0,0,0,0,0,0,0
AD78-2,ED 1,99,39,1,0,0,10,72,0,2,6,2,0,0
AD78-2,ED 2,99,75,2,0,0,8,124,1,1,2,3,0,0
AD78-2,ED 3,99,31,2,2,2,7,95,0,0,2,2,0,0
AD78-2,ED 4,99,31,2,0,1,3,78,0,0,1,1,1,0
AD78-2,ED 5,99,45,2,0,0,1,50,1,0,0,2,0,0
AD78-2,ED 6,99,43,1,0,0,4,48,0,0,3,2,0,0
AD78-2,ED 7,99,42,3,2,0,6,84,1,0,2,4,0,0
AD78-2,ED 8,99,61,1,0,0,4,39,1,0,0,3,0,0
AD78-2,ED 9,99,92,1,0,0,6,34,0,1,1,4,0,1
AD78-2,ED 10,99,74,3,0,2,11,74,1,0,2,5,0,2
AD78-2,ED 11,99,74,0,0,1,4,32,1,0,1,7,0,0
AD78-2,ED 12,99,36,0,0,1,8,53,0,0,0,4,0,0
AD78-2,ED 13,99,34,0,0,0,7,117,3,0,0,1,0,0
AD78-2,ED 14,99,45,2,0,0,7,83,0,0,1,4,0,0
AD78-2,ED 15,99,14,0,0,0,1,11,0,0,0,0,0,0
